"FOURNISSEUR","RÉPARTITION","SERVICE","DIRECTION","NO DE DOSSIER","OBJET","NO DÉCISION","DATE SIGNATURE","MONTANT"
"1714141 ALBERTA LTD (LES PÉTROLES PARKLAND)","ENTENTE CADRE. RÉPARTITION SELON UTILISATION","SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES","DIRECTION DE L'APPROVISIONNEMENT","1134338001","AUTORISER L'OPTION VISANT LA PROLONGATION ANNUELLE DES ENTENTES-CADRES COLLECTIVES AVEC LES FIRMES 1714141 ALBERTA LTD (LES PÉTROLES PARKLAND) ET ÉNERGIE VALÉRO INC. (ANCIENNEMENT ULTRAMAR LTÉE) POUR LA FOURNITURE, SUR DEMANDE, D'ESSENCE SUPER SANS PLOMB, RÉGULIÈRE SANS PLOMB, MAZOUT, DIESEL COLORÉ POUR GÉNÉRATRICE, DIESEL ARCTIQUE, ET DIESEL COLORÉ STANDARD TEL QUE PRÉVU À LA CLAUSE 5 DE LA SECTION CLAUSES ADMINISTRATIVES PARTICULIÈRES DES DOCUMENTS DE L'APPEL D'OFFRES PUBLIC 11-11737(2 SOUM.).","CG13 0468",2013-12-20,"732219"
"ÉNERGIE VALÉRO INC.","ENTENTE CADRE. RÉPARTITION SELON UTILISATION","SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES","DIRECTION DE L'APPROVISIONNEMENT","1134338001","AUTORISER L'OPTION VISANT LA PROLONGATION ANNUELLE DES ENTENTES-CADRES COLLECTIVES AVEC LES FIRMES 1714141 ALBERTA LTD (LES PÉTROLES PARKLAND) ET ÉNERGIE VALÉRO INC. (ANCIENNEMENT ULTRAMAR LTÉE) POUR LA FOURNITURE, SUR DEMANDE, D'ESSENCE SUPER SANS PLOMB, RÉGULIÈRE SANS PLOMB, MAZOUT, DIESEL COLORÉ POUR GÉNÉRATRICE, DIESEL ARCTIQUE, ET DIESEL COLORÉ STANDARD TEL QUE PRÉVU À LA CLAUSE 5 DE LA SECTION CLAUSES ADMINISTRATIVES PARTICULIÈRES DES DOCUMENTS DE L'APPEL D'OFFRES PUBLIC 11-11737(2 SOUM.).","CG13 0468",2013-12-20,"2928875"
"DELOITTE S.E.N.C.R.L.","DÉPENSES MIXTES D'ADMINISTRATION GÉNÉRALE. 51,9 % AGGLOMÉRATION. 48,1 % VILLE","BUREAU DU VÉRIFICATEUR GÉNÉRAL","DIRECTION TECHNOLOGIES DE L'INFORMATION_ÉTHIQUE ET ADMINISTRATION","1136305001","AUTORISER UNE DÉPENSE ADDITIONNELLE DE 138 739,18 $ TAXES INCLUSES, POUR DES TRAVAUX COMPLÉMENTAIRES AFIN DE COMPLÉTER LA CERTIFICATION DES ÉTATS FINANCIERS DE L'ANNÉE 2013 / APPROUVER LE PROJET D'ADDENDA NO 3 MODIFIANT LA CONVENTION DE SERVICES PROFESSIONNELS INTERVENUE AVEC LA FIRME DELOITTE S.E.N.C.R.L., (CG12 0047), MAJORANT AINSI LE MONTANT TOTAL DU CONTRAT DE 1 596 024,31 $ À 1 734 763,49 $, TAXES INCLUSES ","CG13 0469",2013-12-20,"138739"
"COMPUGEN INC.","ENTENTE CADRE. RÉPARTITION SELON UTILISATION","SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES","DIRECTION DE L'APPROVISIONNEMENT","1130066003","CONCLURE AVEC LA FIRME  COMPUGEN INC. UNE ENTENTE-CADRE D'UNE DURÉE DE TRENTE-SIX (36) MOIS POUR LA FOURNITURE, SUR DEMANDE, DES PRODUITS DE L'ÉDITEUR MICROSOFT, SUITE À L'APPEL D'OFFRES PUBLIC NUMÉRO 13-13094 (3 SOUM.). (MONTANT ESTIMÉ DE L'ENTENTE 8 991 294,19$).","CG13 0472",2013-12-20,"8991294"
"ASCENSEUR INNOVATEC INC.","23,05 % AGGLOMÉRATION. 51,23 % VILLE. 25,72 % ARRONDISSEMENTS","SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES","DIRECTION DES IMMEUBLES","1136292001","ACCORDER 3 CONTRATS À ASCENSEUR INNOVATEC INC. ET À ASCENSEUR THYSSENKRUPP (CANADA) LIMITÉE POUR LES SERVICES D'ENTRETIEN D'ÉQUIPEMENTS DE TRANSPORT VERTICAL (3 LOTS), POUR UNE PÉRIODE DE 36 MOIS - DÉPENSE TOTALE DE  1 262 610.85 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC 13-13024 - (3 SOUMISSIONNAIRES)","CG13 0473",2013-12-20,"1114888"
"ASCENSEUR THYSSENKRUPP (CANADA) LIMITÉE","23,05 % AGGLO. 51,23 % VILLE. 25,72 % ARRONDISSEMENTS","SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES","DIRECTION DES IMMEUBLES","1136292001","ACCORDER 3 CONTRATS À ASCENSEUR INNOVATEC INC. ET À ASCENSEUR THYSSENKRUPP (CANADA) LIMITÉE POUR LES SERVICES D'ENTRETIEN D'ÉQUIPEMENTS DE TRANSPORT VERTICAL (3 LOTS), POUR UNE PÉRIODE DE 36 MOIS - DÉPENSE TOTALE DE  1 262 610.85 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC 13-13024 - (3 SOUMISSIONNAIRES)","CG13 0473",2013-12-20,"147722"
"ACCESSOIRES OUTILLAGE LTÉE","ENTENTE CADRE. RÉPARTITION SELON UTILISATION","SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES","DIRECTION DE L'APPROVISIONNEMENT","1133447006","CONCLURE AVEC LA FIRME ACCESSOIRES OUTILLAGE LIMITÉE, UNE ENTENTE-CADRE D'UNE DURÉE DE 4 ANS, POUR L'ACHAT OU LA LOCATION DE BALAIS DE RUE DE TYPE ASPIRATEUR, MONTÉS SUR DES CHÂSSIS DE CAMION À CABINE AVANCÉE DE MARQUE AUTOCAR, SUITE À L'APPEL D'OFFRES PUBLIC 13-13050 (3 SOUM.),  (MONTANT ESTIMÉ DE L'ENTENTE:13 888 052,15  $)","CG13 0474",2013-12-20,"13888053"
"PHYTRONIX TECHNOLOGIES INC.","100 % AGGLOMÉRATION","SERVICE DE L'EAU","DIRECTION DE L'ÉPURATION DES EAUX USÉES","1130362005"," ACCORDER UN CONTRAT DE SERVICES PROFESSIONNELS À PHYTRONIX TECHNOLOGIES INC, POUR L'ÉTUDE D'UN CONCEPT D'AMÉNAGEMENT DU LABORATOIRE ENVIRONNEMENTAL DE LA STATION D'ÉPURATION JEAN-R.-MARCOTTE, POUR UNE SOMME MAXIMALE DE 168 582,09 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC 13-12328 - 2 SOUMISSIONNAIRES, 1 SEUL CONFORME / APPROUVER UN PROJET DE CONVENTION À CETTE FIN. ","CG13 0475",2013-12-20,"168583"
"VILLE DE DORVAL","100 % AGGLOMÉRATION","SERVICE DE L'EAU","DIRECTION","1131158007","APPROUVER L'ENTENTE INTERMUNICIPALE ENTRE LA VILLE DE MONTRÉAL ET LA CITÉ DE DORVAL CONCERNANT LE TRANSFERT, À L'AGGLOMÉRATION, DES ACTIVITÉS LIÉES À L'EXPLOITATION DE L'USINE DE PRODUCTION D'EAU POTABLE SITUÉE SUR LE TERRITOIRE DE LA CITÉ DE DORVAL","CG13 0480",2013-12-20,"1"
"VILLE DE POINTE-CLAIRE","100 % AGGLOMÉRATION","SERVICE DE L'EAU","DIRECTION","1131158008","APPROUVER L'ENTENTE INTERMUNICIPALE ENTRE LA VILLE DE MONTRÉAL ET LA VILLE DE POINTE-CLAIRE CONCERNANT LE TRANSFERT, À L'AGGLOMÉRATION, DES ACTIVITÉS LIÉES À L'EXPLOITATION DE L'USINE DE PRODUCTION D'EAU POTABLE SITUÉE SUR LE TERRITOIRE DE LA VILLE DE POINTE-CLAIRE.","CG13 0481",2013-12-20,"1"
"GROUPE CHB-IBI INC.","100% AGGLO","SERVICE DE LA QUALITÉ DE VIE","DIRECTION DES GRANDS PARCS ET DU VERDISSEMENT","1136218015","ACCORDER UN CONTRAT DE SERVICES PROFESSIONNELS À GROUPE CHB-IBI INC. POUR UN PLAN DE MISE EN VALEUR DE LA FALAISE SAINT-JACQUES POUR UNE SOMME MAXIMALE DE 162 299,60 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC 13-13109 - (1 SOUMISSIONNAIRE) / APPROUVER UN PROJET DE CONVENTION À CETTE FIN","CG13 0482",2014-01-03,"162300"
"MAÇONNERIE RAINVILLE ET FRÈRES INC.",,"CONCERTATION DES ARRONDISSEMENTS ET RESSOURCES MATÉRIELLES","DIRECTION DES STRATÉGIES ET TRANSACTIONS IMMOBILIÈRES",1145965002,"ACCORDER UN CONTRAT À MAÇONNERIE RAINVILLE ET FRÈRES INC., POUR LA RÉFECTION DE L'ENVELOPPE DU BÂTIMENT ET LE REMPLACEMENT DE LA CHAUDIÈRE DE L'ÉDIFICE GASTON-MIRON (0285) SITUÉ AU 1210 SHERBROOKE EST - DÉPENSE TOTALE DE 2 976 487,50 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC 5694 - 6 SOUMISSIONNAIRES","CG14 ",2014-12-03,"2834750"
"GUILLEMOT INTERNATIONAL INC.","100 % AGGLOMÉRATION","SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES","DIRECTION DE L'APPROVISIONNEMENT","1136135010","CONCLURE AVEC GUILLEMOT INTERNATIONAL INC., UNE ENTENTE-CADRE D’UNE DURÉE DE 60 MOIS, AVEC DEUX OPTIONS DE PROLONGATION DE 12 MOIS CHACUNE, POUR LA FOURNITURE D’ENSEMBLES DE SOUS-VÊTEMENTS D’HIVER, POUR LE PERSONNEL POMPIER DU SERVICE DE SÉCURITÉ INCENDIE DE MONTRÉAL (SIM) -  APPEL D’OFFRES PUBLIC 13-13099 (3 SOUMISSIONNAIRES) POUR UN MONTANT ESTIMÉ DE 638 111.25 $, TAXES INCLUSES.","CG14 0015",2014-02-03,"638111"
"HYDRO QUÉBEC","100 % AGGLOMÉRATION","SERVICE DE L'EAU","DIRECTION DE L'EAU POTABLE","1134087003","ACCORDER UN CONTRAT À HYDRO-QUÉBEC POUR RÉALIMENTER LA STATION DRAIN DES FILTRES À TRAVERS LE RÉSEAU BASSE TENSION POUR UNE SOMME MAXIMALE DE 148 759,88 $, TAXES INCLUSES - CONTRAT GRÉ À GRÉ - FOURNISSEUR UNIQUE","CG14 0017",2014-02-04,"148759"
"LML","100 % AGGLOMÉRATION","SERVICE DE L'EAU","DIRECTION DE L'ÉPURATION DES EAUX USÉES","1133334025","AUTORISER UNE DÉPENSE ADDITIONNELLE DE 169 312,50 $ TAXES INCLUSES, POUR  LA MODERNISATION DES CONTRÔLES DES SIX GROUPES ÉLECTROGÈNES DE 3,1 MVA DE LA STATION D'ÉPURATION DES EAUX USÉES JEAN-R.-MARCOTTE DANS LE CADRE DU CONTRAT ACCORDÉ À LML ÉLECTRIQUE (1995) LTÉE (CG10 0360) MAJORANT AINSI LE MONTANT MAXIMAL TOTAL DU CONTRAT DE 1 398 328,01 $, TAXES INCLUSES, À 1 567 640,51 $, TAXES INCLUSES.   ","CG14 0018",2014-02-03,"169312"
"DELOITTE S.E.N.C.R.L.","DÉPENSE MIXTE D'ADMINISTRATION GÉNÉRALE. 53,1 % AGGLOMÉRATION. 46,9 % VILLE","SERVICE DES FINANCES","DIRECTION INFORMATIONS FINANCIÈRES ET CONTRÔLES INTERNES","1133592008","AUTORISER UNE DÉPENSE ADDITIONNELLE DE 4 484,03 $ ET RATIFIER UNE DÉPENSE DE 22 420,13 $, TAXES INCLUSES, POUR DES TRAVAUX EFFECTUÉS PAR LA FIRME DELOITTE S.E.N.C.R.L. LORS DE LEUR AUDIT DES ÉTATS FINANCIERS DE L'EXERCICE 2011. / APPROUVER LE PROJET D'ADDENDA NO 4 MODIFIANT LA CONVENTION DE SERVICES PROFESSIONNELS INTERVENUE AVEC LA FIRME DELOITTE S.E.N.C.R.L., RÉSOLUTION CG12 0047, MAJORANT AINSI LE MONTANT TOTAL DU CONTRAT DE 1 734 763,58 $ À 1 761 667,74 $, TAXES INCLUSES","CG14 0019",2014-02-03,"4484"
"LES EMBALLAGES CARROUSEL INC.","ENTENTE CADRE. RÉPARTITION SELON UTILISATION","SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES","DIRECTION DE L'APPROVISIONNEMENT","1136134004","CONCLURE AVEC LA FIRME LES EMBALLAGES CARROUSEL INC. UNE ENTENTE-CADRE D'UNE DURÉE DE TRENTE-SIX(36) MOIS, AVEC DEUX (2) OPTIONS DE PROLONGATION DE 12 MOIS CHACUNE, POUR LA FOURNITURE DE SACS À ORDURES -  APPEL D'OFFRES PUBLIC 13-13107 - (6 SOUMISSIONNAIRES)- (MONTANT ESTIMÉ DE L'ENTENTE: 545 031.36$)","CG14 0024",2014-02-03,"545031"
"CLEAN WATER WORKS INC.","100 % AGGLOMÉRATION","SERVICE DE L'EAU","DIRECTION DE LA GESTION STRATÉGIQUE DES RÉSEAUX D'EAU","1134551009","ACCORDER UN CONTRAT À CLEAN WATER WORKS INC. POUR RÉALISER DES TRAVAUX DE RÉHABILITATION DE CONDUITES D'ÉGOUT DANS LA RUE SAINTE-CATHERINE, ENTRE ATWATER ET MANSFIELD - DÉPENSE TOTALE DE 2 877 581,09 $, TAXES INCLUSES (CONTRAT 2 827 581,09 $ + INCIDENCES 50 000 $) - APPEL D'OFFRES PUBLIC 10125 - 5 SOUMISSIONNAIRES","CG14 0025",2014-01-31,"2827581"
"LES ENTREPRISES MICHAUDVILLE INC.","100 % AGGLOMÉRATION","SERVICE DE L'EAU","DIRECTION DE L'EAU POTABLE","1130913001","ACCORDER UN CONTRAT À LES ENTREPRISES MICHAUDVILLE INC. POUR LA CONSTRUCTION D'UNE CONDUITE D'EAU DE 2100 MM EN TUNNEL DE L'INTERSECTION NOTRE-DAME/ ALPHONSE-D.-ROY AU RÉSERVOIR ROSEMONT - DÉPENSE TOTALE DE 72 765 000 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC 10065 - 3 SOUMISSIONNAIRES. ","CG14 0026",2014-02-07,"69300000"
"7228821 CANADA INC.(CITÉ NISSAN)","ENTENTE CADRE. RÉPARTITION SELON UTILISATION","SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES","DIRECTION DE L'APPROVISIONNEMENT","1133447008","CONCLURE AVEC LA FIRME 7228821 CANADA INC. (CITÉ NISSAN), UNE ENTENTE-CADRE COLLECTIVE D'UNE DURÉE DE 3 ANS, AVEC UNE OPTION DE RENOUVELLEMENT DE 2 ANS, POUR LA FOURNITURE SUR DEMANDE D'AUTOMOBILES SOUS-COMPACTES DE MODÈLE BERLINE ET À HAYON - APPEL D'OFFRES PUBLIC 13-11943 (8 SOUMISSIONNAIRES.) - (MONTANT ESTIMÉ DE L'ENTENTE : 3 250 791,65 $)","CG14 0070",2014-03-03,"3250792"
"GLOBOCAM (ANJOU) INC.","ENTENTE CADRE. RÉPARTITION SELON UTILISATION","SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES","DIRECTION DE L'APPROVISIONNEMENT","1145983001","CONCLURE AVEC LA FIRME GLOBOCAM (ANJOU) INC., UNE ENTENTE-CADRE D’UNE DURÉE DE TRENTE-SIX (36) MOIS AVEC OPTION DE DEUX PROLONGATIONS DE DOUZE (12) MOIS CHACUNE, POUR LA FOURNITURE DE PIÈCES AUTHENTIQUES DE MARQUES FREIGHTLINER ET STERLING DANS LE CADRE DE L’ENTRETIEN DES VÉHICULES ET APPAREILS DU PARC MOTORISÉ DE LA VILLE – APPEL D'OFFRES PUBLIC 13-12844 (1 SOUMISSIONNAIRE)(MONTANT ESTIMÉ DE L'ENTENTE 605 343.38 $ INCLUANT LES TAXES)","CG14 0071",2014-03-03,"931297"
"POMPACTION INC.","100 % AGGLOMÉRATION","SERVICE DE L'EAU","DIRECTION DE L'ÉPURATION DES EAUX USÉES","1133438013","ACCORDER UN CONTRAT À POMPACTION INC., POUR LA FOURNITURE ET LA RÉPARATION DE POMPES ET BROYEURS DE MARQUE SEEPEX AINSI QUE LEURS COMPOSANTES, POUR UNE SOMME MAXIMALE DE 756 107,83 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC 1537-AE (1 SOUM.)","CG14 0072",2014-03-03,"756108"
"HYDRO-QUÉBEC","100 % AGGLOMÉRATION","SERVICE DE L'EAU","DIRECTION DE L'EAU POTABLE","1130598001","ACCORDER UN CONTRAT À HYDRO-QUÉBEC POUR LA FOURNITURE ET L'INSTALLATION D'UNE NOUVELLE LIGNE D'ALIMENTATION ÉLECTRIQUE DE 25 KV POUR L'USINE DE PRODUCTION D'EAU POTABLE ATWATER POUR UNE SOMME MAXIMALE DE 161 370,59 $, TAXES INCLUSES - CONTRAT GRÉ À GRÉ - APPROUVER UN PROJET DE CONVENTION À CETTE FIN.","CG14 0073",2014-03-04,"161370"
"LES CONSTRUCTIONS ET PAVAGE JESKAR INC.","6,82 % AGGLOMÉRATION. 93,18 % VILLE","SERVICE DES INFRASTRUCTURES, DU TRANSPORT ET DE L'ENVIRONNEMENT","DIRECTION DES INFRASTRUCTURES","1134822077","ACCORDER UN CONTRAT À LES CONSTRUCTIONS ET PAVAGE JESKAR INC., POUR LE PLANAGE ET REVÊTEMENT BITUMINEUX, LÀ OÙ REQUIS, SUR DIFFÉRENTES RUES DE LA VILLE DE MONTRÉAL (P.R.R.─ RÉSEAU ARTÉRIEL ET CENTRE-VILLE). DÉPENSE TOTALE DE 2 041 280,20 $ (CONTRAT: 1 893 980,20 $ + INCIDENCES: 147 300,00 $), TAXES INCLUSES. APPEL D'OFFRES PUBLIC 288001 - 5 SOUMISSIONNAIRES","CG14 0074",2014-03-03,"1893980"
"AUTOMATISATION GRIMARD","100 % AGGLOMÉRATION","SERVICE DE L'EAU","DIRECTION DE L'ÉPURATION DES EAUX USÉES","1143334003","ACCORDER UN CONTRAT À AUTOMATISATION GRIMARD, POUR LA FOURNITURE ET L'INSTALLATION DE DIX DISJONCTEURS 36 KV DE REMPLACEMENT DANS UN APPAREILLAGE DE COMMUTATION EXISTANT À LA CENTRALE D'ÉNERGIE DE LA STATION D'ÉPURATION DES EAUX USÉES JEAN-R.-MARCOTTE, POUR UNE SOMME MAXIMALE DE 1 286 609,29 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC 1547-AE - 3 SOUMISSIONNAIRES.","CG14 0075",2014-03-04,"1286609"
"GIRARD COTÉ BÉRUBÉ DION ARCHITECTES INC., BOUTHILLETTE PARIZEAU, LES SERVICES EXP INC. ET SDK ET ASSOCIÉS","100 % AGGLOMÉRATION","SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES","DIRECTION DES STRATÉGIES ET TRANSACTIONS IMMOBILIÈRES","1135258005","ACCORDER UN CONTRAT DE SERVICES PROFESSIONNELS COMPRENANT LES SERVICES EN ARCHITECTURE ET EN INGÉNIERIE (MÉCANIQUE, ÉLECTRICITÉ, STRUCTURE ET ENVIRONNEMENT) AUX FIRMES GIRARD COTÉ BÉRUBÉ DION ARCHITECTES INC., BOUTHILLETTE PARIZEAU, LES SERVICES EXP INC. ET SDK ET ASSOCIÉS POUR RÉALISER DES TRAVAUX DE RÉFECTION DE L’ENVELOPPE DE L’USINE DE FILTRATION (0396) ET DE LA TOUR D’EAU (0791) DU COMPLEXE DE L’USINE DE PRODUCTION D’EAU POTABLE ATWATER  POUR UNE SOMME MAXIMALE DE 784 045,56 $ TAXES INCLUSES - APPEL D'OFFRES PUBLIC # 13-12970 - (6 SOUMISSIONNAIRES) / APPROUVER UN PROJET DE CONVENTION À CETTE FIN.","CG14 0076",2014-03-03,"784046"
"GROUPE TECHNA INC.","100 % AGGLOMÉRATION","SERVICE DE SÉCURITÉ INCENDIE DE MONTRÉAL","CENTRE DE SERVICES DE LA PLANIFICATION STRATÉGIQUE ET DES TECHNOLOGIES","1136383001","EXERCER L’OPTION DE RENOUVELLEMENT PRÉVUE AU CONTRAT POUR LE SUPPORT DE LA SOLUTION MOBILE DE PRISE D’INVENTAIRE ET DE SAISIE DES REMPLISSAGES DE BOUTEILLES D’AIR COMPRIMÉ RESPIRABLE DU SERVICE DE SÉCURITÉ INCENDIE DE MONTRÉAL (SIM), POUR LA PÉRIODE DU 1ER JUIN 2014 AU 31 MAI 2016,  AVEC LE GROUPE TECHNA INC., ET AUTORISER À CETTE FIN UNE DÉPENSE DE 43 175,61 $, TAXES INCLUSES, MAJORANT AINSI LE MONTANT TOTAL DU CONTRAT DE 210 254,97 $ À 253 430,58 $, TAXES INCLUSES","CG14 0078",2014-03-03,"253431"
"GASTIER M.P. INC.","100 % AGGLOMÉRATION","SERVICE DE L'EAU","DIRECTION DE L'EAU POTABLE","1136349001","ACCORDER UN CONTRAT À GASTIER M.P. INC., POUR LES TRAVAUX DE MODERNISATION DES SYSTÈMES D’AUTOMATISATION DES RÉSERVOIRS D’EAU POTABLE - DÉPENSE TOTALE DE 1 697 872,51 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC NO 10085 - DEUX (2) SOUMISSIONNAIRES CONFORMES.","CG14 0080",2014-03-03,"1476410"
"GROUPE HEXAGONE","100 % AGGLOMÉRATION","SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES","DIRECTION DES STRATÉGIES ET TRANSACTIONS IMMOBILIÈRES","1130749001","ACCORDER UN CONTRAT À LA FIRME GROUPE HEXAGONE, S.E.C. POUR LES TRAVAUX DE RÉHABILITATION ET MISE AUX NORMES PARTIELLE DE LA SALLE DES DÉCANTEURS À L’USINE DE PRODUCTION D’EAU POTABLE DE LACHINE SITUÉE AU 2975, RUE REMEMBRANCE, LACHINE (3837) - DÉPENSE TOTALE DE 2 790 079,93 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC NO 5668 - (3 SOUMISSIONNAIRES).","CG14 0081",2014-03-03,"2682769"
"GASTIER M.P. INC.","100 % AGGLOMÉRATION","SERVICE DE L'EAU","DIRECTION DE L'ÉPURATION DES EAUX USÉES","1133334022","ACCORDER UN CONTRAT À GASTIER M.P. INC., POUR UNE SOMME MAXIMALE DE 586 733,75  $, TAXES INCLUSES, POUR LES TRAVAUX DE MISE À NIVEAU ÉLECTRIQUE ET MÉCANIQUE DE L'ALIMENTATION EN BOUES DES 5 PRESSOIRS FOURNIER 668-M29-021/022/023/024/025 AU BÂTIMENT DES BOUES  DE LA STATION D'ÉPURATION DES EAUX USÉES JEAN-R.-MARCOTTE   - APPEL D'OFFRES PUBLIC 1829-AE -  3  SOUMISSIONNAIRES.","CG14 0082",2014-03-03,"586733"
"GASTIER M.P. INC.","100 % AGGLOMÉRATION","SERVICE DE L'EAU","DIRECTION DE L'ÉPURATION DES EAUX USÉES","1133334024","  ACCORDER UN CONTRAT À GASTIER M.P. INC., POUR DES TRAVAUX EN RÉGIE CONTRÔLÉE SUR DES ÉQUIPEMENTS DE LA DIRECTION DE L'ÉPURATION DES EAUX USÉES, POUR UNE SOMME MAXIMALE DE 1 129 145 $, TAXES INCLUSES - APPEL D'OFFRES PUBLIC 2065-AE - 3 SOUMISSIONNAIRES.","CG14 0083",2014-03-03,"1129145"
"GROUPE HEXAGONE","100 % AGGLOMÉRATION","ARRONDISSEMENT DE VILLE-MARIE","DIRECTION DES TRAVAUX PUBLICS","1136140006","ACCORDER UN CONTRAT AU GROUPE HEXAGONE DE 1 430 334.42 $ POUR LA RECONSTRUCTION D'UN ÉGOUT UNITAIRE ET D'UNE CONDUITE D'EAU SECONDAIRE DANS LA RUE SAINT MATHIEU ENTRE LA RUE SAINTE-CATHERINE ET LE BOULEVARD DE MAISONNEUVE, DANS L'ARRONDISSEMENT DE VILLE-MARIE ET AUTORISER UNE DÉPENSE MAXIMALE  DE 1 489 334,42 $, TAXES INCLUSES- APPEL D'OFFRES PUBLIC VMP-13-009 ( 6 SOUMISSIONNAIRES).","CG14 0084",2014-03-03,"1430334"
"4213025 CANADA INC.","100 % AGGLOMÉRATION","SERVICE DE CONCERTATION DES ARRONDISSEMENTS ET DES RESSOURCES MATÉRIELLES","DIRECTION DES STRATÉGIES ET TRANSACTIONS IMMOBILIÈRES","1134565009","APPROUVER LE PROJET DE TROISIÈME CONVENTION DE MODIFICATION DE BAIL PAR LEQUEL LA VILLE LOUE, DU LOCATEUR 4213025 CANADA INC., UN ESPACE À BUREAUX SITUÉ AU 1180, RUE SAINTE-ÉLIZABETH, POUR LE POSTE DE QUARTIER 21 DU SPVM. LE TERME DE LA TROISIÈME CONVENTION EST DE 2 ANS ET 10 MOIS, SOIT DU 1ER AVRIL 2014 AU 31 JANVIER 2017. LA DÉPENSE TOTALE POUR LE TERME, INCLUANT LES TAXES EST DE 380 843,20 $. BÂTIMENT 3247.","CG14 0086",2014-03-03,"380843"
"MVA PUISSANCE INC.","100 % AGGLOMÉRATION","SERVICE DE L'EAU","DIRECTION DE L'EAU POTABLE","1146019001","ACCORDER UN CONTRAT À MVA PUISSANCE INC. POUR LA FOURNITURE D'APPAREILLAGE D'ENTRÉE ÉLECTRIQUE DES POSTES 25 KV ET L'ASSISTANCE TECHNIQUE PENDANT LES TRAVAUX À L'USINE DE PRODUCTION D'EAU POTABLE ATWATER DANS LE CADRE DU PROGRAMME DE RÉFECTION DES ÉQUIPEMENTS DES USINES D'EAU POTABLE, DES STATIONS DE POMPAGE ET DES RÉSERVOIRS (REQUP) - DÉPENSE TOTALE DE 2 445 803,62 $ TAXES INCLUSES - APPEL D'OFFRES PUBLIC 13-12955 - 4 SOUMISSIONNAIRES","CG14 0087",2014-03-03,"2388924"
"LES CONSULTANTS S.M. INC.","100 % AGGLOMÉRATION","SERVICE DES INFRASTRUCTURES, DU TRANSPORT ET DE L'ENVIRONNEMENT","DIRECTION DES TRANSPORTS","1131009005","ABROGER LA PARTIE DE LA RÉSOLUTION CG13 0124 PORTANT SUR LA CESSION À LA VILLE DU CONTRAT DE SERVICES PROFESSIONNELS OCTROYÉ PAR LA SOCIÉTÉ DU HAVRE DE MONTRÉAL AU CONSORTIUM AECOM/SNC-LAVALIN DANS LE CADRE DU PROJET BONAVENTURE / ACCORDER UN CONTRAT DE SERVICES PROFESSIONNELS À LES CONSULTANTS S.M. INC. POUR LA RÉALISATION D’ACTIVITÉS LIÉES PRINCIPALEMENT À L’ÉLABORATION DES PLANS ET DEVIS D’INGÉNIERIE REQUIS RELATIFS AUX TRAVAUX PRÉVUS POUR DÉBUTER EN 2015 ET 2016 DANS LE CADRE DU PROJET BONAVENTURE - DÉPENSE MAXIMALE DE 3 569 259,54$, TAXES INCLUSES - APPEL D'OFFRES PUBLIC 13-13164 - 8 SOUMISSIONNAIRES DONT 3 CONFORMES / APPROUVER UN PROJET DE CONVENTION À CETTE FIN","CG14 0088",2014-03-04,"3569260"
